contrast;dissimilarity;homogeneity;energy;correlation;ASM;category
0.7914628537805884;0.5853352944125259;0.7273840143927375;0.2500456976189414;0.838061077971394;0.06336461661122553;gres
0.8799432570714524;0.623151198976002;0.7136009712330535;0.32969223315720864;0.5746048995196126;0.10964070816356962;gres
1.2094740852955956;0.7646180463763429;0.6610476174820511;0.3022314897117345;0.5028052103949571;0.09204669619639978;gres
0.9468048733496159;0.6605395872409346;0.6977257259534707;0.37774453302976513;0.3245629206677801;0.14331053353956383;gres
1.037121464457721;0.6967005878075822;0.684781415072577;0.33010056188266895;0.4445735677416837;0.10970454967214747;gres
1.073355980274664;0.6914018888768858;0.6913204391505503;0.298617616646929;0.5806406743903516;0.09014866426746432;gres
0.8850838019776455;0.6071143989284117;0.7225952888159654;0.32662669670895217;0.6617141286796074;0.10774608217856141;gres
0.9283128923583576;0.6536942663040151;0.7000221458048178;0.3802061675905443;0.322705856574041;0.14518011185971977;gres
0.9962396195556046;0.6837693680688779;0.6887181552749101;0.35536279436261103;0.3666760518280024;0.12695808945833917;gres
1.0774845820689638;0.6846106194983049;0.695014142294688;0.37301613486635216;0.37745338903554054;0.1400478415606342;gres
0.958076080809734;0.658309092781297;0.7000769720461063;0.38079062653403334;0.3409070183293141;0.14570880074193132;gres
0.8490073388293515;0.6045939573422686;0.7214014121300188;0.27300684078528675;0.783435107549932;0.07549024475802561;gres
1.174289421106898;0.7200980904169582;0.6828506856503539;0.311560609716881;0.5236163983244425;0.0980104895520504;gres
0.8706160342362868;0.6105267301899147;0.7201006243214539;0.348845863410413;0.5167156748481265;0.12270438343447758;gres
1.0883752093305794;0.693774096093377;0.6913382608810289;0.3154946570100231;0.5637708346058211;0.10055131577162624;gres
0.9862208764168231;0.6785462687400616;0.6907765431781021;0.3554579259879889;0.3745842694119746;0.1270244675204841;gres
1.064354401962644;0.699314535006249;0.6858088195858957;0.34697654379607634;0.4236615826156172;0.12110705396050497;gres
0.8802053176244636;0.6051632476848927;0.7241464343799469;0.4104493239625968;0.3407169509534853;0.16943373911664386;gres
1.2336827468946658;0.7582976305969465;0.6666580787626011;0.30057537607974577;0.5091990360313158;0.0912387254883663;gres
1.0674504128962543;0.7092012030082989;0.6801999009535934;0.3521604857483634;0.3471875144942866;0.12464246880016938;gres
0.8227680328783591;0.5980194069642221;0.7232149651304688;0.3073114231024898;0.6692734703932985;0.09553455792136828;gres
1.3117484792030765;0.7994151420921364;0.6500595944247931;0.276510663846339;0.5130999881400901;0.07720570973591225;gres
0.6283122247815168;0.492971641432635;0.7669424817247465;0.324425298275732;0.8146496731419841;0.1062570148075811;gres
0.6785861314239111;0.5283407121010512;0.7505962388068216;0.37694748144063456;0.5633557200881025;0.14323657300994408;gres
1.0720198387543347;0.6763248632818831;0.6988075847978842;0.2980210182876421;0.6232279647266569;0.08980234326609116;gres
1.4778514713902755;0.8628323348313528;0.6282302908319584;0.2594145736595802;0.4982835816748385;0.0680496298467016;gres
0.9288890760967884;0.6291401053537302;0.7147031260414839;0.39708317104266505;0.3628392894007915;0.15863338331793822;gres
1.2029089601391487;0.7653819707817631;0.6600699103933882;0.29643708297487276;0.5230977896455509;0.08854304791423674;gres
1.0648275892178845;0.6827185369088588;0.695633467965813;0.31741245971630094;0.571206435821837;0.10180282336380982;gres
0.9285117396160661;0.6357148529822406;0.7105916601770231;0.3336149801028474;0.5359477353742258;0.1123072724124669;gres
0.7735721262626862;0.5725512602300421;0.7336077885315374;0.29350148028627715;0.7335764356262305;0.08716157932677955;gres
1.4189059448488752;0.8426862346722691;0.6346326788163527;0.24898885236299137;0.5745913414565784;0.06273661092510034;gres
1.276032924343216;0.7892508971295241;0.6528178561883259;0.2708353964461434;0.5845540007290434;0.07408430406598117;gres
1.100129042961651;0.7249275384277166;0.6741502830879563;0.3366388989376275;0.3807252618606143;0.11395561949500432;gres
1.3446554385813367;0.8088930873880931;0.6475249147592476;0.2392950149271055;0.6631879143579985;0.057953932949275457;gres
1.0461167063943575;0.6668594102504745;0.7019460760792176;0.2941878271492255;0.6395056246099359;0.0875600397433275;gres
